"recid_use","p_current_age","p_charge","p_jail30","p_prison","p_probation","p_juv_fel_count","p_felprop_violarrest","p_murder_arrest","p_felassault_arrest","p_misdemassault_arrest","p_famviol_arrest","p_sex_arrest","p_weapons_arrest","fail_appear_two_yr","fail_appear_two_plus","current_violent","current_violent20","pending_charge","prior_conviction_F","prior_conviction_M","violent_conviction","total_convictions","p_arrest","p_property","p_traffic","p_drug","p_dui","p_domestic","p_stalking","p_voyeurism","p_fraud","p_stealing","p_trespass","p_current_age21","p_current_age23","p_current_age25","p_current_age27","p_current_age29","p_current_age32","p_current_age35","p_current_age38","p_current_age42","p_current_age46","p_current_age51","p_current_age56","p_current_age62","p_current_age68","p_current_age75","p_age_first_offense21","p_age_first_offense23","p_age_first_offense25","p_age_first_offense27","p_age_first_offense29","p_age_first_offense32","p_age_first_offense35","p_age_first_offense38","p_age_first_offense42","p_age_first_offense46","p_age_first_offense51","p_age_first_offense56","p_age_first_offense62","p_age_first_offense68","p_age_first_offense75"
1,21,6,0,0,2,0,3,0,0,0,0,0,0,0,0,1,0,2,1,1,2,2,9,5,0,1,0,0,0,0,0,5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
-1,25,10,0,0,2,0,2,0,0,1,0,0,0,0,0,0,0,6,3,1,3,4,16,2,0,4,0,0,0,0,0,2,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
-1,47,7,0,3,2,0,0,0,2,0,0,0,0,0,0,0,0,6,2,2,2,4,10,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
1,23,9,1,1,2,0,2,0,1,0,0,0,0,0,0,1,0,5,3,3,3,6,10,5,0,1,1,0,0,0,0,5,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,22,16,0,0,2,0,2,0,0,3,0,0,2,0,0,1,0,4,4,7,6,11,22,9,0,0,0,0,0,0,0,4,6,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,30,35,0,0,5,0,3,0,1,1,0,0,0,0,0,0,0,28,3,16,5,19,65,3,0,3,2,0,0,0,0,3,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
-1,36,3,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
1,38,41,1,3,5,0,3,0,3,2,0,0,2,2,0,0,0,33,14,11,8,25,59,4,0,18,0,0,0,0,0,3,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
-1,24,6,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,3,0,2,3,13,0,0,0,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,26,27,0,3,1,8,2,0,3,0,0,0,0,0,0,1,0,24,12,3,5,16,36,12,0,4,0,0,0,0,0,11,10,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
-1,27,12,0,0,1,0,1,0,0,2,0,0,1,0,0,1,0,2,0,3,2,3,10,2,0,3,0,0,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,56,49,0,9,2,0,3,0,2,0,0,0,2,0,0,1,0,32,18,13,7,31,61,11,0,19,0,0,0,0,0,11,5,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
1,32,4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,2,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
-1,53,35,1,10,2,0,1,0,1,0,0,0,0,0,0,0,0,17,17,10,2,28,49,3,1,19,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,32,11,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,5,1,2,0,3,8,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
-1,27,10,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4,0,2,0,2,12,2,0,2,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,24,25,0,0,2,0,0,0,1,3,0,0,0,0,0,1,0,19,3,11,3,14,37,0,0,13,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,20,9,0,0,2,0,1,0,0,2,0,0,0,0,0,0,0,6,0,7,6,7,9,4,0,2,0,0,0,0,0,4,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
-1,28,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
-1,20,4,1,1,0,0,2,0,1,0,0,0,0,0,0,1,1,0,0,0,2,0,4,3,0,0,0,0,0,0,0,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
-1,66,43,1,6,5,0,8,0,4,3,0,0,3,0,0,1,0,20,17,4,15,21,50,13,1,11,6,1,0,0,0,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
1,47,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
-1,40,17,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,2,2,1,4,22,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
1,25,7,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0,1,0,1,5,1,6,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
-1,51,58,1,12,2,0,8,0,6,3,0,0,0,1,0,1,0,39,17,16,15,33,74,10,0,19,0,0,0,0,0,10,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
-1,30,13,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,9,2,6,1,8,11,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,50,2,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
-1,19,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
-1,29,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
-1,20,5,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,2,2,1,4,8,3,0,2,0,0,0,0,0,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,22,9,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,0,2,4,2,9,5,0,3,0,0,0,0,0,5,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,56,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,2,2,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
1,18,5,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,3,0,3,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
-1,30,5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,3,1,1,4,8,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
-1,25,3,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,22,21,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,1,6,0,9,16,0,1,5,4,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
-1,33,25,0,3,3,0,2,0,5,1,0,0,0,0,0,1,0,13,2,7,8,9,31,4,0,3,0,1,0,0,0,4,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
-1,18,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,2,2,0,0,0,0,0,0,0,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
-1,51,5,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,1,0,1,1,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,29,29,0,0,4,0,1,0,6,2,0,0,0,0,0,0,0,11,9,9,10,19,39,2,1,1,0,0,0,0,0,2,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,58,31,0,1,10,0,2,0,0,0,0,0,0,0,0,1,0,13,10,7,2,17,46,6,0,21,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
-1,39,19,0,2,2,0,1,0,1,0,0,0,0,0,0,0,0,6,9,7,2,16,25,4,0,12,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
-1,24,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,2,3,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,19,7,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,3,1,0,3,1,7,4,0,0,0,0,0,0,0,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
-1,35,7,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,3,3,3,2,6,9,2,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
-1,26,6,0,0,0,0,0,1,2,1,0,0,0,0,0,1,0,0,1,0,1,1,5,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
1,26,11,0,1,1,0,0,0,1,2,0,0,0,0,0,0,0,5,0,5,3,5,5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
-1,20,15,1,1,1,0,0,0,0,0,0,0,0,4,0,1,1,8,1,3,1,4,23,3,0,4,0,0,0,0,0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,23,15,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,6,0,10,0,10,13,0,0,6,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
-1,36,29,0,2,0,0,1,2,3,0,0,0,0,0,0,0,0,20,6,8,6,15,41,2,2,10,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
-1,58,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,1,0,1,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
-1,35,5,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
-1,22,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,2,7,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,20,5,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,2,1,1,2,2,6,3,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,20,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,2,2,1,4,7,2,0,3,0,0,0,0,0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
-1,27,16,0,1,1,0,0,0,2,5,0,0,0,0,0,1,0,9,3,2,7,5,24,0,0,5,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
-1,38,9,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,1,2,1,13,3,0,0,1,0,0,0,0,3,2,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,48,7,0,0,0,0,1,0,2,2,0,0,0,0,0,1,0,0,1,0,1,2,6,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
-1,26,7,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,4,1,1,2,2,5,3,0,0,0,0,0,0,0,3,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,24,10,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,0,7,18,0,0,5,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
-1,35,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
-1,30,19,0,1,3,0,1,0,1,0,0,0,0,0,0,0,0,12,2,6,2,8,20,3,0,3,0,0,0,0,0,3,2,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
-1,46,36,1,3,2,2,8,0,1,2,0,0,1,0,0,0,0,20,10,6,11,16,43,8,1,15,1,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,29,19,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,10,4,9,2,14,23,0,0,7,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
-1,41,10,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,5,0,3,1,3,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
-1,23,4,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,20,4,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,3,0,3,3,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
-1,33,13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,3,5,0,8,20,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
-1,32,8,0,0,1,0,0,0,1,2,0,0,0,0,0,1,0,0,0,4,2,4,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,25,7,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4,0,4,6,4,2,7,0,0,0,0,0,0,0,7,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
-1,21,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,2,0,0,0,0,0,0,0,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,60,26,0,1,3,0,0,0,1,0,0,0,1,0,0,1,0,10,3,12,1,15,38,5,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
1,26,8,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,6,3,1,3,4,8,6,0,0,0,0,0,0,0,6,3,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
-1,45,7,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,2,0,6,2,6,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
1,19,3,0,0,0,0,2,0,0,1,0,0,0,0,0,1,1,0,0,0,2,0,3,2,0,0,0,0,0,0,0,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,21,3,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,31,42,1,2,4,3,1,0,0,0,0,0,2,0,0,0,0,30,11,19,1,30,83,1,0,14,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,21,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,1,6,14,3,0,1,0,0,0,0,0,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,21,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,4,5,0,0,4,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
-1,20,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,3,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,18,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,1,0,0,0,0,0,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
-1,19,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,2,0,0,0,0,0,0,0,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,31,13,0,0,2,0,0,0,0,4,0,0,0,0,0,1,0,2,0,5,3,5,9,3,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,27,18,0,0,0,0,1,0,2,1,0,0,0,1,0,0,0,11,3,7,5,11,18,2,0,6,0,0,0,0,0,2,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
-1,31,11,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,3,0,3,10,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
-1,21,15,1,1,0,0,4,0,1,1,0,0,0,0,0,1,0,6,5,4,5,9,11,4,0,1,1,0,0,0,0,4,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,29,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,23,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,2,1,7,2,0,4,0,0,0,0,0,2,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,47,28,1,2,2,0,0,0,0,0,0,3,0,0,0,0,0,12,10,4,3,15,20,2,2,7,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,29,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,7,4,1,0,2,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
-1,25,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,4,2,0,0,0,0,0,0,0,2,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,22,8,0,1,1,0,1,0,1,4,0,0,0,0,0,1,0,2,2,2,5,4,10,2,0,0,0,0,0,0,0,2,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
-1,44,5,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,2,3,3,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
-1,30,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
-1,50,9,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,3,1,5,1,6,14,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
1,20,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,3,7,4,0,0,0,0,0,0,0,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,18,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
-1,23,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,2,0,2,0,0,0,0,0,2,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
-1,20,5,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,4,0,2,0,2,3,0,0,4,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,49,19,0,0,1,0,6,0,0,0,0,0,0,0,0,1,0,18,4,8,12,12,28,13,0,2,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
1,22,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,2,4,12,0,0,3,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
-1,26,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
1,19,4,0,0,0,0,0,0,0,1,0,0,0,2,0,1,1,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,23,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,3,7,0,0,4,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,18,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,2,3,3,0,0,0,0,0,0,0,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
